Place,pH,pH (Cls) ,EC,EC (Cls) ,OC,OC (Cls) ,N,N (Cls) ,P,P (Cls) ,K,K( Cls) ,S,S (Cls) ,Zn,Zn (Cls) ,Fe,Fe (Cls) ,Cu,Cu( Cls) ,Mn,Mn (Cls) ,B,B( C ls) ,Suitable crop
coonoor,5.300, HAc,0.040,N   ,1.200,VH,610.600,H ,111.000,VH,550.000,H ,7.500,D,1.420,S,12.890,S,1.020,S,1.530,D,0.560,S,potato
coonoor,5.300, HAc,0.080,N   ,1.620,VH,1086.700,VH,,,,,,,,,,,,,,,,,potato
coonoor,5.300, HAc,0.170,N   ,0.550,M ,1269.600,VH,37.000,M ,1235.000,VH,7.500,D,0.750,S,36.710,S,0.610,S,4.260,S,0.560,S,potato
coonoor,5.200, HAc,0.180,N   ,0.700,M ,741.700,VH,99.000,VH,1235.000,VH,12.500,S,0.460,D,30.270,S,0.460,S,3.210,S,0.200,D,potato
coonoor,5.200, HAc,0.150,N   ,0.700,M ,638.200,H ,62.000,H ,1235.000,VH,12.500,S,1.030,S,22.100,S,0.420,S,3.210,S,0.200,D,potato
coonoor,5.200, HAc,0.170,N   ,0.950,H ,1086.700,VH,185.000,VH,1235.000,VH,7.500,D,0.950,S,30.390,S,0.650,S,4.690,S,0.560,S,potato
coonoor,5.200, HAc,0.150,N   ,1.050,VH,556.700,M ,37.000,M ,1235.000,VH,7.500,D,1.000,S,34.680,S,0.630,S,4.810,S,0.560,S,potato
coonoor,5.200, HAc,0.140,N   ,1.250,VH,1072.900,VH,247.000,VH,1235.000,VH,7.500,D,1.080,S,30.330,S,0.590,S,4.510,S,0.200,D,potato
coonoor,5.200, HAc,0.140,N   ,1.550,VH,1114.300,VH,198.000,VH,1235.000,VH,7.500,D,1.060,S,40.770,S,0.720,S,4.840,S,0.500,D,potato
coonoor,5.200, HAc,0.140,N   ,1.100,VH,1245.400,VH,235.000,VH,1235.000,VH,12.500,S,0.390,D,19.550,S,0.390,S,2.490,S,0.560,S,potato
coonoor,5.200, HAc,0.140,N   ,1.140,VH,1234.000,VH,161.000,VH,1235.000,VH,7.500,D,0.420,D,23.610,S,0.410,S,30.240,S,0.200,D,potato
coonoor,5.100, HAc,0.150,N   ,1.550,VH,10.867,VL,185.000,VH,1130.000,VH,7.500,D,0.560,D,21.580,S,0.370,S,2.900,S,0.200,D,potato
coonoor,5.200, HAc,0.170,N   ,1.450,VH,645.100,H ,111.000,VH,877.000,VH,7.500,D,0.510,D,20.880,S,0.480,S,3.280,S,0.200,D,potato
coonoor,4.900, HAc,0.180,N   ,0.700,M ,669.300,H ,62.000,H ,1050.000,VH,12.500,S,0.980,S,25.400,S,0.500,S,3.250,S,0.560,S,potato
coonoor,4.900, HAc,0.170,N   ,0.550,M ,972.900,VH,37.000,M ,753.000,VH,7.500,D,0.680,S,31.550,S,0.640,S,4.660,S,0.560,S,potato
coonoor,5.000, HAc,0.170,N   ,0.900,H ,1079.800,VH,161.000,VH,1130.000,VH,7.500,D,0.420,D,23.260,S,0.470,S,3.690,S,0.200,D,potato
coonoor,4.900, HAc,0.160,N   ,1.250,VH,1117.800,VH,222.000,VH,852.000,VH,7.500,D,0.400,D,18.100,S,0.370,S,2.640,S,0.560,S,potato
coonoor,5.000, HAc,0.140,N   ,1.550,VH,900.400,VH,,,,,,,,,,,,,,,,,potato
coonoor,5.000, HAc,0.140,N   ,1.550,VH,900.400,VH,49.000,M ,519.000,H ,7.500,D,0.540,D,17.400,S,2.240,S,0.360,D,0.200,D,potato
coonoor,4.900, HAc,0.150,N   ,1.100,VH,672.700,H ,247.000,VH,1050.000,VH,12.500,S,0.810,S,18.390,S,0.410,S,3.000,S,0.560,S,potato
coonoor,5.000, HAc,0.150,N   ,1.140,VH,831.400,VH,198.000,VH,1130.000,VH,12.500,S,0.630,S,16.300,S,0.390,S,3.150,S,0.200,D,potato
coonoor,5.100, HAc,0.180,N   ,1.550,VH,834.900,VH,235.000,VH,722.000,VH,7.500,D,0.340,D,17.170,S,0.370,S,3.050,S,0.560,S,potato
coonoor,4.900, HAc,0.050,N   ,0.700,M ,248.980,L ,12.000,L ,161.000,M ,7.500,D,0.250,D,16.360,S,0.360,S,4.420,S,0.200,D,potato
coonoor,5.000, HAc,0.630,N   ,0.780,H ,334.600,M ,25.000,M ,228.000,M ,0.200,D,1.050,S,21.080,S,0.820,S,2.630,S,0.500,D,potato
coonoor,5.000, HAc,0.290,N   ,0.540,M ,355.300,M ,62.000,H ,173.000,M ,20.000,S,0.600,D,19.500,S,0.660,S,,,0.500,D,potato
coonoor,4.900, HAc,0.290,N   ,0.180,VL,40.900,VL,49.000,M ,92.500,L ,1.030,D,0.200,D,19.800,S,0.820,S,3.200,S,18.000,S,potato
coonoor,5.200, HAc,0.750,N   ,0.300,L ,445.000,M ,99.000,VH,1081.000,VH,20.000,S,0.920,S,20.880,S,0.650,S,2.630,S,0.200,D,potato
coonoor,5.200, HAc,0.120,N   ,0.420,L ,438.100,M ,235.000,VH,877.000,VH,62.500,S,1.080,S,18.160,S,0.720,S,3.030,S,62.500,S,potato
coonoor,5.000, HAc,0.280,N   ,0.060,VL,410.500,M ,86.000,H ,185.000,M ,50.000,S,0.480,D,20.020,S,0.480,S,3.690,S,0.500,D,potato
coonoor,5.400, HAc,0.280,N   ,0.020,VL,458.800,M ,49.000,M ,895.000,VH,12.500,S,0.560,D,16.300,S,0.600,S,2.640,S,0.500,D,potato
coonoor,4.900, HAc,0.220,N   ,0.156,VL,279.400,L ,198.000,VH,179.000,M ,87.500,S,0.480,D,18.320,S,0.680,S,3.150,S,0.200,D,potato
coonoor,4.900, HAc,0.220,N   ,0.150,VL,279.000,L ,198.000,VH,179.000,M ,87.500,S,0.480,D,18.320,S,3.150,S,0.650,D,0.500,D,potato
coonoor,4.900, HAc,0.220,N   ,0.150,VL,279.500,L ,198.000,VH,179.000,M ,87.500,S,0.480,D,18.320,S,0.680,S,3.150,S,0.560,S,potato
coonoor,4.900, HAc,0.220,N   ,0.150,VL,279.500,L ,198.000,VH,179.000,M ,87.500,S,0.480,D,18.320,S,0.680,S,3.150,S,0.560,S,potato
coonoor,4.900, HAc,0.220,N   ,0.150,VL,279.400,L ,198.000,VH,179.000,M ,87.500,S,0.480,D,18.320,S,0.680,S,3.150,S,0.500,D,potato
coonoor,4.900, HAc,0.220,N   ,0.150,VL,279.400,L ,198.000,VH,179.000,M ,87.500,S,0.480,D,18.320,S,0.680,S,3.150,S,0.560,S,potato
coonoor,4.800, HAc,0.240,N   ,0.300,L ,355.300,M ,25.000,M ,902.000,VH,25.500,S,0.420,D,16.480,S,0.780,S,3.010,S,0.200,D,potato
coonoor,5.200, HAc,0.080,N   ,0.780,H ,672.700,H ,210.000,VH,1081.000,VH,37.500,S,0.480,D,23.180,S,0.520,S,4.300,S,0.560,S,potato
coonoor,4.800, HAc,0.200,N   ,0.300,L ,610.600,H ,309.000,VH,241.000,M ,62.500,S,0.640,S,18.450,S,0.380,S,3.230,S,0.200,D,potato
coonoor,5.200, HAc,0.080,N   ,0.420,L ,417.500,M ,99.000,VH,722.000,VH,12.500,S,0.680,S,18.480,S,0.210,S,3.980,S,0.200,D,potato
coonoor,4.800, HAc,0.140,N   ,0.480,L ,691.400,H ,198.000,VH,241.000,M ,62.500,S,0.560,D,18.980,S,0.320,S,3.800,S,0.560,S,potato
coonoor,4.900, HAc,0.260,N   ,0.780,H ,617.400,H ,99.000,VH,124.000,L ,50.000,S,0.800,S,23.820,S,0.400,S,3.900,S,0.200,D,potato
coonoor,5.200, HAc,2.900,HTCG,0.720,M ,548.500,M ,27.170,M ,241.000,M ,0.200,D,0.290,D,12.600,S,1.080,S,1.260,D,0.500,D,potato
coonoor,5.100, HAc,0.110,N   ,1.500,VH,325.000,M ,531.000,VH,1235.000,VH,0.200,D,0.320,D,8.220,S,1.240,S,0.840,D,0.500,D,potato
coonoor,5.400, HAc,0.340,N   ,2.040,VH,248.900,L ,173.000,VH,519.000,H ,0.200,D,0.360,D,3.260,D,1.380,S,0.840,D,0.500,D,potato
coonoor,5.400, HAc,0.350,N   ,1.550,VH,235.100,L ,111.000,VH,432.000,H ,0.200,D,0.240,D,3.240,D,0.840,S,0.940,D,0.200,D,potato
coonoor,5.100, HAc,0.450,N   ,1.500,VH,235.000,L ,136.000,VH,432.000,H ,0.500,D,0.380,D,5.260,S,0.220,S,1.980,D,0.200,D,potato
coonoor,5.400, HAc,0.370,N   ,1.900,VH,242.000,L ,124.000,VH,445.000,H ,0.200,D,0.380,D,9.220,S,0.740,S,1.960,D,0.200,D,potato
coonoor,5.400, HAc,0.460,N   ,2.040,VH,259.000,L ,185.000,VH,494.000,H ,0.200,D,0.240,D,3.080,D,0.860,S,1.220,D,0.200,D,potato
coonoor,5.400, HAc,0.440,N   ,2.250,VH,248.900,L ,99.000,VH,457.000,H ,0.500,D,0.840,S,3.220,D,1.940,S,0.740,D,0.200,D,potato
coonoor,5.200, HAc,0.410,N   ,2.490,VH,207.400,L ,111.000,VH,457.000,H ,0.200,D,0.280,D,3.160,D,0.880,S,1.860,D,0.200,D,potato
coonoor,5.400, HAc,0.240,N   ,0.020,VL,311.200,M ,74.000,H ,1050.000,VH,0.500,D,0.240,D,9.140,S,0.920,S,1.240,D,0.200,D,potato
coonoor,5.300, HAc,0.440,N   ,1.750,VH,414.400,M ,25.000,M ,371.000,H ,12.500,S,0.360,D,9.040,S,0.260,S,1.260,D,0.200,D,potato
coonoor,5.200, HAc,0.440,N   ,1.360,VH,428.700,M ,25.000,M ,395.000,H ,20.000,S,0.360,D,10.140,S,0.140,D,1.320,D,0.200,D,potato
coonoor,5.300, HAc,0.320,N   ,1.250,VH,328.500,M ,12.000,L ,296.000,M ,12.500,S,1.140,S,8.260,S,2.080,S,0.280,D,0.560,S,potato
coonoor,5.100, HAc,0.430,N   ,1.400,VH,459.900,M ,44.000,M ,333.000,M ,12.500,S,1.000,S,8.260,S,0.640,S,1.400,D,0.560,S,potato
coonoor,5.300, HAc,0.310,N   ,0.900,H ,373.400,M ,12.000,L ,315.000,M ,7.500,D,1.280,S,8.240,S,0.280,S,2.200,S,0.900,S,potato
coonoor,5.000, HAc,0.400,N   ,1.550,VH,376.900,M ,25.000,M ,346.000,H ,12.500,S,0.200,D,1.080,D,0.310,S,0.340,D,0.200,D,potato
coonoor,5.100, HAc,0.430,N   ,1.300,VH,442.600,M ,12.000,L ,26.000,VL,173.000,S,12.500,S,8.220,S,0.380,S,2.200,S,1.260,S,potato
coonoor,5.100, HAc,0.430,N   ,1.300,VH,480.600,M ,25.000,M ,346.000,H ,20.000,S,0.360,D,7.660,S,0.360,S,,,0.200,D,potato
coonoor,5.100, HAc,0.410,N   ,0.650,M ,435.700,M ,25.000,M ,358.000,H ,7.500,D,1.340,S,7.560,S,0.260,S,1.960,D,0.560,S,potato
coonoor,5.100, HAc,0.330,N   ,1.350,VH,446.080,M ,12.000,L ,272.000,M ,12.500,S,0.840,S,9.440,S,0.140,D,1.980,D,0.200,D,potato
coonoor,4.900, HAc,0.430,N   ,1.350,VH,484.100,M ,12.000,L ,247.000,M ,7.500,D,0.380,D,7.560,S,0.260,S,,,0.500,D,potato
coonoor,5.200, HAc,0.340,N   ,1.300,VH,459.900,M ,12.000,L ,247.000,M ,12.500,S,0.460,D,7.520,S,0.280,S,2.140,S,0.200,D,potato
coonoor,5.100, HAc,0.380,N   ,1.140,VH,442.600,M ,25.000,M ,321.000,M ,20.000,S,0.480,D,9.620,S,3.120,S,0.340,D,0.200,D,potato
coonoor,5.100, HAc,0.380,N   ,1.140,VH,442.800,M ,25.000,M ,321.000,M ,20.000,S,0.360,D,9.620,S,0.340,S,3.120,S,0.200,D,potato
coonoor,5.200, HAc,0.460,N   ,0.600,M ,331.900,M ,25.000,M ,364.000,H ,25.000,S,0.480,D,9.440,S,0.280,S,3.260,S,0.200,D,potato
coonoor,4.900, HAc,0.580,N   ,1.350,VH,442.600,M ,25.000,M ,55.000,VL,12.500,S,0.390,D,9.320,S,0.240,S,,,0.200,D,potato
coonoor,5.100, HAc,0.430,N   ,1.200,VH,480.600,M ,25.000,M ,333.000,M ,7.500,D,1.140,S,9.440,S,0.160,D,2.160,S,0.200,D,potato
coonoor,5.200, HAc,0.320,N   ,1.500,VH,470.200,M ,25.000,M ,284.000,M ,12.500,S,0.520,D,10.220,S,0.240,S,4.800,S,0.560,S,potato
coonoor,4.900, HAc,0.310,N   ,1.450,VH,442.600,M ,25.000,M ,333.000,M ,12.500,S,1.260,S,10.260,S,0.380,S,4.100,S,0.200,D,potato
coonoor,4.900, HAc,0.500,N   ,1.450,VH,480.600,M ,25.000,M ,457.000,H ,12.500,S,1.280,S,8.140,S,0.240,S,3.180,S,0.200,D,potato
coonoor,5.200, HAc,0.420,N   ,1.470,VH,342.300,M ,62.000,H ,284.000,M ,7.500,D,0.410,D,6.520,S,0.640,S,2.440,S,0.200,D,potato
coonoor,4.800, HAc,0.680,N   ,1.470,VH,484.100,M ,111.000,VH,296.000,M ,12.500,S,0.170,D,2.350,D,0.210,S,0.880,D,0.200,D,potato
coonoor,5.000, HAc,0.390,N   ,0.900,H ,366.500,M ,74.000,H ,315.000,M ,7.500,D,0.250,D,3.560,D,0.320,S,1.300,D,0.200,D,potato
coonoor,5.100, HAc,0.300,N   ,1.030,VH,432.200,M ,148.000,VH,333.000,M ,7.500,D,0.570,D,1.260,D,0.180,D,0.190,D,0.900,S,potato
coonoor,5.200, HAc,0.280,N   ,0.490,L ,300.800,M ,62.000,H ,364.000,H ,12.500,S,0.960,S,4.650,S,0.470,S,1.200,D,0.200,D,potato
coonoor,5.300, HAc,0.260,N   ,1.360,VH,366.500,M ,49.000,M ,408.000,H ,20.000,S,0.800,S,7.780,S,0.620,S,3.089,S,0.200,D,potato
coonoor,5.300, HAc,0.260,N   ,0.760,H ,321.500,M ,62.000,H ,371.000,H ,7.500,D,0.140,D,8.000,S,0.750,S,2.760,S,0.900,S,potato
coonoor,5.300, HAc,0.190,N   ,1.090,VH,321.500,M ,25.000,M ,408.000,H ,7.500,D,0.550,D,4.710,S,0.189,D,4.200,S,0.200,D,potato
coonoor,5.200, HAc,0.240,N   ,1.030,VH,463.300,M ,37.000,M ,482.000,H ,12.500,S,0.460,D,4.780,S,0.740,S,3.140,S,0.200,D,potato
coonoor,5.300, HAc,0.300,N   ,1.580,VH,366.500,M ,111.000,VH,395.000,H ,7.500,D,0.380,D,3.520,D,0.650,S,1.320,D,0.200,D,potato
coonoor,5.300, HAc,0.300,N   ,1.580,VH,366.500,M ,148.000,VH,333.000,M ,12.500,S,0.140,D,1.280,D,0.220,S,0.960,D,0.200,D,potato
coonoor,5.100, HAc,0.210,N   ,0.900,H ,321.500,M ,74.000,H ,241.000,M ,7.500,D,0.170,D,4.640,S,0.640,S,1.300,D,0.200,D,potato
coonoor,5.300, HAc,0.210,N   ,1.030,VH,366.500,M ,62.000,H ,364.000,H ,7.500,D,0.220,D,6.500,S,1.300,S,4.200,S,0.200,D,potato
coonoor,5.400, HAc,0.250,N   ,0.980,H ,432.000,M ,62.000,H ,445.000,H ,12.500,S,0.140,D,8.520,S,3.220,S,0.240,D,0.200,D,potato
coonoor,5.200, HAc,0.260,N   ,1.200,VH,477.200,M ,99.000,VH,408.000,H ,7.500,D,0.260,D,3.500,D,0.720,S,4.160,S,0.200,D,potato
coonoor,5.100, HAc,0.350,N   ,1.410,VH,421.800,M ,136.000,VH,284.000,M ,12.500,S,0.570,D,2.180,D,0.640,S,1.200,D,0.200,D,potato
coonoor,5.000, HAc,0.240,N   ,0.000,VL,,,,,,,,,,,,,,,,,,,potato
coonoor,5.000, HAc,0.240,N   ,0.920,H ,331.900,M ,12.000,L ,284.000,M ,12.500,S,1.140,S,2.240,D,0.310,S,1.430,D,0.200,D,potato
coonoor,5.200, HAc,0.250,N   ,1.900,VH,470.200,M ,37.000,M ,315.000,M ,12.500,S,1.260,S,1.960,D,0.290,S,2.260,S,0.200,D,potato
coonoor,5.400, HAc,0.090,N   ,1.200,VH,348.800,M ,62.000,H ,259.000,M ,7.500,D,1.000,S,23.990,S,0.680,S,,,0.200,D,potato
coonoor,5.200, HAc,0.080,N   ,1.360,VH,481.100,M ,99.000,VH,364.000,H ,12.500,S,0.380,D,18.140,S,0.640,S,2.400,S,0.200,D,potato
coonoor,4.800, HAc,0.350,N   ,1.900,VH,432.200,M ,173.000,VH,321.000,M ,7.500,D,0.220,D,34.040,S,0.300,S,1.320,D,0.500,D,potato
coonoor,5.000, HAc,0.430,N   ,1.470,VH,348.800,M ,49.000,M ,284.000,M ,7.500,D,0.480,D,20.000,S,0.430,S,0.800,D,0.500,D,potato
coonoor,4.800, HAc,0.320,N   ,1.140,VH,463.300,M ,198.000,VH,259.000,M ,7.500,D,0.800,S,7.800,S,0.440,S,1.020,D,0.200,D,potato
coonoor,4.800, HAc,0.320,N   ,1.470,VH,449.500,M ,25.000,M ,371.000,H ,7.500,D,0.830,S,8.400,S,0.600,S,,,0.200,D,potato
coonoor,4.800, HAc,0.390,N   ,1.200,VH,366.500,M ,99.000,VH,296.000,M ,7.500,D,0.550,D,4.880,S,0.740,S,2.140,S,0.200,D,potato
coonoor,4.800, HAc,0.350,N   ,0.760,H ,428.700,M ,74.000,H ,241.000,M ,12.500,S,0.420,D,1.280,D,0.720,S,1.300,D,0.200,D,potato
coonoor,5.000, HAc,0.320,N   ,0.900,H ,470.200,M ,99.000,VH,364.000,H ,7.500,D,0.420,D,6.500,S,0.600,S,1.300,D,0.500,D,potato
coonoor,4.900, HAc,0.290,N   ,0.900,H ,679.600,H ,12.000,L ,420.000,H ,7.500,D,0.260,D,8.820,S,0.200,D,3.200,S,0.200,D,potato
coonoor,4.800, HAc,0.270,N   ,1.140,VH,470.200,M ,49.000,M ,395.000,H ,7.500,D,0.520,D,4.400,D,0.220,S,4.100,S,0.200,D,potato
coonoor,4.800, HAc,0.760,N   ,0.720,M ,183.200,L ,506.000,VH,190.000,M ,7.500,D,0.480,D,4.280,D,2.080,S,1.080,D,0.200,D,potato
coonoor,4.800, HAc,0.840,N   ,1.740,VH,200.500,L ,445.000,VH,240.000,M ,7.500,D,2.370,S,3.080,D,1.960,S,,,0.500,D,potato
coonoor,4.800, HAc,0.320,N   ,0.780,H ,190.100,L ,124.000,VH,245.000,M ,7.500,D,0.260,D,2.860,D,1.770,S,0.960,D,0.200,D,potato
coonoor,4.800, HAc,0.400,N   ,0.960,H ,290.400,M ,445.000,VH,170.000,M ,7.500,D,0.980,S,5.800,S,1.010,S,2.140,S,0.500,D,potato
coonoor,5.200, HAc,0.150,N   ,0.960,H ,266.200,L ,222.000,VH,170.000,M ,7.500,D,0.960,S,6.200,S,0.980,S,4.280,S,0.500,D,potato
coonoor,4.800, HAc,0.470,N   ,0.900,H ,197.100,L ,161.000,VH,160.000,M ,7.500,D,1.240,S,1.840,D,3.090,S,1.100,D,0.200,D,potato
coonoor,4.800, HAc,0.270,N   ,0.540,M ,200.500,L ,37.000,M ,100.000,L ,7.500,D,1.210,S,1.980,D,3.020,S,0.820,D,0.200,D,potato
coonoor,4.900, HAc,0.560,N   ,0.840,H ,169.400,L ,86.000,H ,55.000,VL,7.500,D,1.270,S,2.820,D,11.200,S,1.140,D,0.200,D,potato
coonoor,4.900, HAc,0.590,N   ,0.660,M ,200.500,L ,74.000,H ,112.500,L ,7.500,D,1.080,S,4.260,D,14.160,S,1.260,D,0.500,D,potato
coonoor,4.900, HAc,0.520,N   ,0.720,M ,138.300,VL,506.000,VH,469.000,H ,7.500,D,0.640,S,3.200,D,1.920,S,0.840,D,0.200,D,potato
coonoor,4.800, HAc,0.510,N   ,0.240,VL,217.832,L ,278.000,VH,7.500,VL,0.680,D,0.200,D,0.840,D,0.140,D,0.960,D,6.640,S,potato
coonoor,4.900, HAc,0.460,N   ,0.020,VL,204.000,L ,173.000,VH,235.000,M ,7.500,D,0.760,S,5.280,S,0.840,S,0.840,D,0.200,D,potato
coonoor,4.800, HAc,0.410,N   ,0.360,L ,231.600,L ,371.000,VH,494.000,H ,7.500,D,0.600,D,4.260,D,0.820,S,,,0.200,D,potato
coonoor,5.200, HAc,0.160,N   ,0.300,L ,273.100,L ,210.000,VH,469.000,H ,12.500,S,0.900,S,3.980,D,1.300,S,0.960,D,0.200,D,potato
coonoor,4.800, HAc,0.470,N   ,0.480,L ,231.600,L ,531.000,VH,494.000,H ,7.500,D,0.940,S,3.980,D,0.980,S,0.960,D,0.200,D,potato
coonoor,4.800, HAc,0.470,N   ,0.480,L ,231.600,L ,531.000,VH,494.000,H ,12.500,S,0.860,S,4.200,D,0.960,S,0.840,D,0.200,D,potato
coonoor,4.800, HAc,0.540,N   ,0.360,L ,141.700,L ,86.000,H ,296.000,M ,7.500,D,0.980,S,5.680,S,1.100,S,0.840,D,0.200,D,potato
coonoor,4.800, HAc,0.520,N   ,0.480,L ,448.600,M ,111.000,VH,333.000,M ,12.500,S,0.840,S,5.200,S,0.840,S,0.980,D,0.200,D,potato
coonoor,4.900, HAc,0.640,N   ,0.540,M ,179.800,L ,86.000,H ,247.000,M ,7.500,D,0.980,S,5.260,S,0.960,S,1.100,D,0.200,D,potato
coonoor,5.400, HAc,0.510,N   ,0.690,M ,210.900,L ,247.000,VH,692.000,VH,7.500,D,1.080,S,7.120,S,11.150,S,1.240,D,0.500,D,potato
coonoor,5.000, HAc,0.560,N   ,0.580,M ,231.600,L ,247.000,VH,864.000,VH,7.500,D,0.820,S,8.100,S,5.220,S,0.960,D,0.200,D,potato
coonoor,5.400, HAc,0.290,N   ,0.810,H ,165.900,L ,173.000,VH,988.000,VH,7.500,D,0.963,S,3.580,D,0.940,S,5.080,S,0.200,D,potato
coonoor,5.200, HAc,0.260,N   ,0.350,L ,197.100,L ,25.000,M ,395.000,H ,7.500,D,1.140,S,4.180,D,1.180,S,13.220,S,0.200,D,potato
coonoor,5.000, HAc,0.240,N   ,0.230,VL,252.400,L ,185.000,VH,1235.000,VH,7.500,D,0.980,S,4.260,D,0.840,S,6.140,S,0.200,D,potato
coonoor,5.200, HAc,0.240,N   ,0.630,M ,273.100,L ,408.000,VH,778.000,VH,7.500,D,1.210,S,7.650,S,1.240,S,6.100,S,0.200,D,potato
coonoor,5.400, HAc,0.180,N   ,1.210,VH,266.200,L ,383.000,VH,605.000,H ,7.500,D,1.260,S,3.160,D,0.980,S,6.220,S,0.200,D,potato
coonoor,5.200, HAc,0.180,N   ,0.230,VL,148.600,L ,383.000,VH,457.000,H ,7.500,D,0.670,S,4.950,S,1.050,S,0.640,D,0.200,D,potato
coonoor,5.000, HAc,0.250,N   ,0.450,L ,123.000,VL,55.000,M ,235.000,M ,5.000,D,2.500,S,1.250,D,0.250,S,4.250,S,3.100,S,potato
coonoor,5.400, HAc,0.300,N   ,1.400,VH,207.000,L ,54.374,M ,401.000,H ,25.000,S,1.200,S,1.280,D,0.950,S,5.220,S,20.000,S,potato
coonoor,5.400, HAc,0.540,N   ,0.990,H ,126.000,VL,52.000,M ,117.000,L ,13.000,S,0.960,S,15.220,S,1.260,S,8.220,S,12.000,S,potato
coonoor,5.100, HAc,0.370,N   ,0.900,H ,57.400,VL,52.000,M ,205.000,M ,13.000,S,0.960,S,45.150,S,0.960,S,6.160,S,12.000,S,potato
coonoor,5.000, HAc,0.370,N   ,0.750,M ,119.000,VL,22.000,L ,215.000,M ,13.000,S,0.980,S,15.260,S,0.820,S,6.220,S,12.000,S,potato
coonoor,4.900, HAc,0.430,N   ,0.250,L ,126.000,VL,11.000,VL,151.000,M ,13.000,S,0.980,S,16.100,S,1.100,S,7.240,S,0.500,D,potato
coonoor,5.400, HAc,0.540,N   ,0.990,H ,126.000,VL,52.000,M ,117.000,L ,13.000,S,0.960,S,15.220,S,1.260,S,8.220,S,12.000,S,potato
coonoor,5.400, HAc,0.270,N   ,0.240,VL,64.000,VL,14.000,L ,,,,,,,,,,,,,,,potato
coonoor,5.300, HAc,0.390,N   ,0.750,M ,81.200,VL,52.000,M ,177.000,M ,13.000,S,0.950,S,16.100,S,1.050,S,8.200,S,12.000,S,potato
coonoor,5.400, HAc,0.070,N   ,0.180,VL,64.000,VL,45.000,M ,257.000,M ,0.900,D,1.250,S,20.230,S,1.080,S,10.680,S,1.600,S,potato
coonoor,5.300, HAc,0.380,N   ,0.690,M ,56.000,VL,59.000,H ,187.000,M ,13.000,S,0.860,S,15.200,S,1.100,S,7.260,S,12.000,S,potato
coonoor,5.100, HAc,0.370,N   ,0.900,H ,57.400,VL,52.000,M ,205.000,M ,13.000,S,0.960,S,45.150,S,0.960,S,6.160,S,12.000,S,potato
coonoor,5.000, HAc,0.370,N   ,0.750,M ,119.000,VL,22.000,L ,151.000,M ,13.000,S,0.020,D,7.240,S,1.250,S,1.100,D,16.100,S,potato
coonoor,5.400, HAc,0.370,N   ,1.020,VH,69.000,VL,54.000,M ,257.000,M ,0.700,D,1.920,S,32.200,S,1.920,S,11.200,S,1.600,S,potato
coonoor,5.100, HAc,0.030,N   ,0.090,VL,114.000,VL,225.000,VH,37.500,VL,0.500,D,1.240,S,2.520,D,2.520,S,7.280,S,30.260,S,potato
coonoor,5.050, HAc,0.040,N   ,1.030,VH,22.000,VL,220.000,VH,25.000,VL,1.000,D,1.120,S,2.680,D,7.280,S,2.420,S,32.240,S,potato
coonoor,5.030, HAc,0.030,N   ,1.090,VH,16.000,VL,235.000,VH,440.000,H ,50.000,S,2.000,S,34.160,S,7.560,S,2.140,S,1.230,S,potato
coonoor,5.300, HAc,0.360,N   ,1.080,VH,61.600,VL,52.000,M ,215.000,M ,13.000,S,0.940,S,14.360,S,1.240,S,87.100,S,12.000,S,potato
coonoor,5.100, HAc,0.040,N   ,1.060,VH,22.000,VL,230.000,VH,480.000,H ,37.500,S,0.500,D,28.540,S,8.100,S,2.680,S,1.180,S,potato
coonoor,5.200, HAc,0.050,N   ,0.980,H ,27.000,VL,225.000,VH,400.000,H ,25.000,S,1.000,S,30.060,S,7.580,S,2.720,S,1.240,S,potato
coonoor,5.340, HAc,0.050,N   ,0.470,L ,67.000,VL,44.000,M ,142.000,L ,17.000,S,1.440,S,14.340,S,1.800,S,16.600,S,0.500,D,potato
coonoor,5.400, HAc,0.040,N   ,1.090,VH,27.000,VL,220.000,VH,480.000,H ,37.500,S,2.000,S,28.740,S,7.400,S,2.900,S,1.320,S,potato
coonoor,5.200, HAc,0.120,N   ,0.520,M ,21.000,VL,22.000,L ,158.000,M ,11.200,S,0.960,S,0.030,D,0.820,S,0.990,D,0.500,D,potato
coonoor,4.800, HAc,0.140,N   ,0.600,M ,84.000,VL,25.000,M ,130.000,L ,23.000,S,1.910,S,81.580,S,2.080,S,6.320,S,1.200,S,potato
coonoor,5.300, HAc,0.370,N   ,0.690,M ,56.000,VL,44.000,M ,191.000,M ,13.000,S,0.900,S,14.150,S,1.140,S,7.300,S,12.000,S,potato
coonoor,4.800, HAc,0.100,N   ,0.180,VL,88.000,VL,33.000,M ,93.000,L ,5.000,D,0.760,S,90.220,S,2.160,S,7.470,S,1.600,S,potato
coonoor,5.200, HAc,0.440,N   ,0.900,H ,207.400,L ,12.000,L ,364.000,H ,7.500,D,0.520,D,22.080,S,5.220,S,0.840,D,0.200,D,potato
coonoor,5.200, HAc,0.440,N   ,0.020,VL,221.310,L ,25.000,M ,469.000,H ,7.500,D,0.340,D,11.560,S,0.820,S,1.960,D,0.200,D,potato
coonoor,5.100, HAc,0.430,N   ,0.020,VL,193.600,L ,49.000,M ,315.000,M ,7.500,D,0.700,S,10.260,S,0.960,S,0.940,D,0.200,D,potato
